Bundesland;BM;Bf. Nr.;Station;Bf DS 100 Abk.;Kat. Vst;Straße;PLZ;Ort;Aufgabenträger;Verkehrsverb.;Fernverkehr;Nahverkehr
Baden-Württemberg;Stuttgart;2016;Gärtringen;TGT;5;Bahnhofstrasse;71116;Gärtringen;Verband Region Stuttgart;VVS;nein;ja
Baden-Württemberg;Stuttgart;2083;Geradstetten;TGES;5;Badstraße 12;73630;Remshalden;Verband Region Stuttgart;VVS;nein;ja
Baden-Württemberg;Stuttgart;2171;Goldberg;TGOL;5;Leibnitzstraße 1;71032;Böblingen;Verband Region Stuttgart;VVS;nein;ja
Baden-Württemberg;Stuttgart;2387;Grunbach;TGC;4;Bahnhofstr.74;73630;Remshalden;Verband Region Stuttgart;VVS;nein;ja
Baden-Württemberg;Stuttgart;2726;Herrenberg;THE;3;Bahnhofstr. 14;71083;Herrenberg;Nahverkehrsgesellschaft Baden-Württemberg mbH;VVS;nein;ja
Baden-Württemberg;Stuttgart;2829;Höfingen;THFG;5;Felsgartenstraße;71229;Leonberg;Verband Region Stuttgart;VVS;nein;ja
Baden-Württemberg;Stuttgart;2943;Hulb;THUB;5;Dornierstrasse;71032;Böblingen-Hulb;Verband Region Stuttgart;VVS;nein;ja
Baden-Württemberg;Stuttgart;3022;Filderstadt;TFIL;5;Filderbahnstrasse;70794;Filderstadt;Verband Region Stuttgart;VVS;nein;ja
Baden-Württemberg;Stuttgart;3183;Kirchberg (Murr);TKIM;5;Bahnhofstraße 94;71737;Kirchberg an der Murr;Verband Region Stuttgart;VVS;nein;ja
Baden-Württemberg;Stuttgart;3194;Kirchheim (Teck);TKT;4;Eugen-Gerstenmaier-Platz 1;73230;Kirchheim unter Teck;Verband Region Stuttgart;VVS;nein;ja
Baden-Württemberg;Stuttgart;3195;Kirchheim (Teck) Süd;TKTS;6;Beim Südbahnhof 2;73230;Kirchheim unter Teck;Verband Region Stuttgart;VVS;nein;ja
Baden-Württemberg;Stuttgart;3196;Kirchheim (Teck)-Ötlingen;TKTO;5;Uracher Strasse;73230;Kirchheim unter Teck;Verband Region Stuttgart;VVS;nein;ja
Baden-Württemberg;Stuttgart;3334;Ellental;TBME;5;Bahnhofsplatz 1;74321;Bietigheim-Bissingen;Nahverkehrsgesellschaft Baden-Württemberg mbH;VVS;nein;ja
Baden-Württemberg;Stuttgart;3377;Korntal;TKO;4;Bahnhofplatz 1;70825;Korntal;Verband Region Stuttgart;VVS;nein;ja
Baden-Württemberg;Stuttgart;3379;Kornwestheim Pbf;TKH;3;Bahnhofstraße 85;70806;Kornwestheim;Verband Region Stuttgart;VVS;nein;ja
Baden-Württemberg;Stuttgart;3626;Leinfelden;TLF;4;Bahnhofstrasse;70771;Leinfelden;Verband Region Stuttgart;VVS;nein;ja
Baden-Württemberg;Stuttgart;3667;Leonberg;TLE;3;Bahnhofstr. 78;71229;Leonberg;Verband Region Stuttgart;VVS;nein;ja
Baden-Württemberg;Stuttgart;3833;Ludwigsburg;TLU;3;Bahnhofstr.1;71638;Ludwigsburg;Nahverkehrsgesellschaft Baden-Württemberg mbH;VVS;ja;ja
Baden-Württemberg;Stuttgart;3916;Malmsheim;TMAL;5;Alte Bahnhofstraße;71272;Renningen;Verband Region Stuttgart;VVS;nein;ja
Baden-Württemberg;Stuttgart;3941;Marbach (Neckar);TMB;4;Bahnhofstr. 13;71672;Marbach am Neckar;Verband Region Stuttgart;VVS;nein;ja
Baden-Württemberg;Stuttgart;4001;Maubach;TMAU;5;Kärtner Str. 14;71522;Backnang;Verband Region Stuttgart;VVS;nein;ja
Baden-Württemberg;Stuttgart;4334;Nellmersbach;TNL;5;Bahnhofstr. 86;71397;Leutenbach;Verband Region Stuttgart;VVS;nein;ja
Baden-Württemberg;Stuttgart;4458;Neustadt-Hohenacker;TNHO;5;Bahnhofsplatz 1;71336;Waiblingen;Verband Region Stuttgart;VVS;nein;ja
Baden-Württemberg;Stuttgart;4467;Neuwirtshaus-Porscheplatz;TNW;4;Porscheplatz;70435;Stuttgart;Verband Region Stuttgart;VVS;nein;ja
Baden-Württemberg;Stuttgart;4592;Nufringen;TNUF;5;Bahnhofstrasse;71154;Nufringen;Verband Region Stuttgart;VVS;nein;ja
Baden-Württemberg;Stuttgart;4617;Oberaichen;TOAI;5;Rohrerstrasse;70771;Leinfelden - Echterlingen;Verband Region Stuttgart;VVS;nein;ja
Baden-Württemberg;Stuttgart;4638;Oberesslingen;TOES;3;Ulmer Strasse 75;73730;Esslingen am Neckar;Verband Region Stuttgart;VVS;nein;ja
Baden-Württemberg;Stuttgart;4661;Oberlenningen;TOL;6;Parkstr. 4;73252;Lenningen;Verband Region Stuttgart;VVS;nein;ja
Baden-Württemberg;Stuttgart;4842;Owen (Teck);TOW;7;Eisenbahnstr.1;73277;Owen ;Verband Region Stuttgart;VVS;nein;ja
Baden-Württemberg;Stuttgart;4967;Plochingen;TP;2;Am Bahnhof 1;73207;Plochingen;Nahverkehrsgesellschaft Baden-Württemberg mbH;VVS;ja;ja
Baden-Württemberg;Stuttgart;5226;Renningen;TRX;4;Alte Bahnhofstraße;71272;Renningen;Verband Region Stuttgart;VVS;nein;ja
Baden-Württemberg;Stuttgart;5333;Rommelshausen;TROM;5;Waiblinger Strasse;71394;Kernen;Verband Region Stuttgart;VVS;nein;ja
Baden-Württemberg;Stuttgart;5443;Rutesheim;TRUT;5;Bahnhofstrasse 1;71229;Leonberg;Verband Region Stuttgart;VVS;nein;ja
Baden-Württemberg;Stuttgart;5682;Schorndorf;TSF;3;Rosenstr.2;73614;Schorndorf;Nahverkehrsgesellschaft Baden-Württemberg mbH;VVS;ja;ja
Baden-Württemberg;Stuttgart;5707;Schwaikheim;TSWK;5;Fritz-Müller-Allee 4;71409;Schwaikheim;Verband Region Stuttgart;VVS;nein;ja
Baden-Württemberg;Stuttgart;5863;Sindelfingen;TSI;6;Hans-Martin-Schleyer-Str. 9;71063;Sindelfingen;Verband Region Stuttgart;VVS;nein;ja
Baden-Württemberg;Stuttgart;6026;Stetten-Beinstein;TSTE;5;Liedhornstraße 18;71384;Weinstadt;Verband Region Stuttgart;VVS;nein;ja
Baden-Württemberg;Stuttgart;6070;Stuttgart Ebitzweg;TSEB;7;Ebitzweg;70374;Stuttgart;Verband Region Stuttgart;VVS;nein;ja
Baden-Württemberg;Stuttgart;6071;Stuttgart Hbf;TS;1;Arnulf-Klett-Platz 2;70173;Stuttgart;Nahverkehrsgesellschaft Baden-Württemberg mbH;VVS;ja;ja
Baden-Württemberg;Stuttgart;6072;Stuttgart Neckarpark;TSNS;4;Alte Untertürkheimer Strasse;70372;Stuttgart;Verband Region Stuttgart;VVS;nein;ja
Baden-Württemberg;Stuttgart;6073;Stuttgart Nord;TSN;5;Nordbahnhofstrasse;70174;Stuttgard-Nord;Verband Region Stuttgart;VVS;nein;ja
Baden-Württemberg;Stuttgart;6074;Stuttgart Nürnberger Straße;TSNU;5;Nürnberger Strasse;70374;Stuttgart;Verband Region Stuttgart;VVS;nein;ja
Baden-Württemberg;Stuttgart;6075;Stuttgart Österfeld;TSOS;4;Paradiesstraße;70563;Stuttgart;Verband Region Stuttgart;VVS;nein;ja
Baden-Württemberg;Stuttgart;6076;Stuttgart Universität;TSUN;4;Universitätsstrasse;70569;Stuttgart;Verband Region Stuttgart;VVS;nein;ja
Baden-Württemberg;Stuttgart;6077;Stuttgart-Bad Cannstatt;TSC;3;Bahnhofstr. 30;70372;Stuttgart;Nahverkehrsgesellschaft Baden-Württemberg mbH;VVS;nein;ja
Baden-Württemberg;Stuttgart;6078;Stuttgart-Feuerbach;TSFE;4;Wiener Platz 2;70469;Stuttgart-Feuerbach;Verband Region Stuttgart;VVS;nein;ja
Baden-Württemberg;Stuttgart;6079;Stuttgart Feuersee;TSFS;3;Feuerseeplatz 14;70176;Stuttgart;Verband Region Stuttgart;VVS;nein;ja
Baden-Württemberg;Stuttgart;6080;Stuttgart-Münster;TSM;7;Nagold Str. 81;70376;Stuttgart;Verband Region Stuttgart;VVS;nein;ja
Baden-Württemberg;Stuttgart;6081;Stuttgart-Obertürkheim;TSOM;4;Obertürkheim;70329;Stuttgart;Verband Region Stuttgart;VVS;nein;ja
Baden-Württemberg;Stuttgart;6082;Stuttgart-Rohr;TSRO;4;Egelhaafstraße 22;70565;Stuttgart;Verband Region Stuttgart;VVS;nein;ja
Baden-Württemberg;Stuttgart;6083;Stuttgart Schwabstraße;TSS;3;Rotebühlstrasse;70197;Stuttgart;Verband Region Stuttgart;VVS;nein;ja
Baden-Württemberg;Stuttgart;6084;Stuttgart-Sommerrain;TSSM;5;Sommerrainstr. 90;70374;Stuttgart;Verband Region Stuttgart;VVS;nein;ja
Baden-Württemberg;Stuttgart;6085;Stuttgart Stadtmitte;TSMI;3;Theodor-Heuss-Strasse;70173;Stuttgart;Verband Region Stuttgart;VVS;nein;ja
Baden-Württemberg;Stuttgart;6086;Stuttgart-Untertürkheim Pbf;TSU;3;Karl-Benz-Platz 15;70327;Stuttgart;Verband Region Stuttgart;VVS;nein;ja
Baden-Württemberg;Stuttgart;6087;Stuttgart-Vaihingen;TSV;3;Am Bahnhof 1;70563;Stuttgart;Verband Region Stuttgart;VVS;nein;ja
Baden-Württemberg;Stuttgart;6088;Stuttgart-Weilimdorf;TSWF;5;Mittlerer Pfad;70499;Stuttgart;Verband Region Stuttgart;VVS;nein;ja
Baden-Württemberg;Stuttgart;6089;Stuttgart-Zazenhausen;TSZAH;7;Züttlingerstr.1;70437;Stuttgart;Verband Region Stuttgart;VVS;nein;ja
Baden-Württemberg;Stuttgart;6090;Stuttgart-Zuffenhausen;TSZ;3;Am Bahnhof 1;70435;Stuttgart;Verband Region Stuttgart;VVS;nein;ja
Baden-Württemberg;Stuttgart;6137;Tamm (Württ);TTM;4;Bahnhofstr. 15;71732;Tamm ;Verband Region Stuttgart;VVS;nein;ja
Baden-Württemberg;Stuttgart;6357;Unterlenningen;TUL;7;Bahnhofstrasse 10;73252;Lenningen;Verband Region Stuttgart;VVS;nein;ja
Baden-Württemberg;Stuttgart;6471;Waiblingen;TWN;3;Neuer Bahnhof;71332;Waiblingen;Nahverkehrsgesellschaft Baden-Württemberg mbH;VVS;nein;ja
Baden-Württemberg;Stuttgart;6608;Weil der Stadt;TW;4;Am Bahnhof 1;71263;Weil der Stadt;Verband Region Stuttgart;VVS;nein;ja
Baden-Württemberg;Stuttgart;6613;Weiler (Rems);TWEL;5;Bahnhofstr.1;76314;Schorndorf;Verband Region Stuttgart;VVS;nein;ja
Baden-Württemberg;Stuttgart;6671;Wendlingen (Neckar);TWD;3;Bahnhofstr. 15;73240;Wendlingen am Neckar;Nahverkehrsgesellschaft Baden-Württemberg mbH;VVS;nein;ja
Baden-Württemberg;Stuttgart;6687;Wernau (Neckar);TWER;4;Bahnhofsplatz 2;73249;Wernau;Nahverkehrsgesellschaft Baden-Württemberg mbH;VVS;nein;ja
Baden-Württemberg;Stuttgart;6801;Winnenden;TWI;3;Bahnhofstr. 4;71364;Winnenden;Nahverkehrsgesellschaft Baden-Württemberg mbH;VVS;nein;ja
Baden-Württemberg;Stuttgart;6806;Winterbach (b Schorndorf);TWIN;5;Bahnhofstr.1;73650;Winterbach ;Verband Region Stuttgart;VVS;nein;ja
Baden-Württemberg;Stuttgart;7562;Magstadt;TMAG;6;Hindenburgstr. 1;71106;Magstadt;Verband Region Stuttgart;VVS;nein;nein
Baden-Württemberg;Stuttgart;8109;Maichingen Nord;TMIN;6;Stuttgarter Straße Kreuzung mit S;71069;Sindelfingen;Verband Region Stuttgart;VVS;nein;nein
Baden-Württemberg;Stuttgart;8110;Maichingen;TMAI;6;Talstraße ;71069;Sindelfingen;Verband Region Stuttgart;VVS;nein;ja
Baden-Württemberg;Stuttgart;8111;Renningen Süd;TRXS;6;Am Pfarrtor;71272;Renningen;Verband Region Stuttgart;VVS;nein;nein
Baden-Württemberg;Ulm;4;Aalen;TA;2;Am Bahnhof 1;73430;Aalen;Nahverkehrsgesellschaft Baden-Württemberg mbH;;ja;ja
Baden-Württemberg;Ulm;61;Allmendingen;TALL;6;Bahnhofstr. 10;89604;Allmendingen;Nahverkehrsgesellschaft Baden-Württemberg mbH;DING;nein;ja
Baden-Württemberg;Ulm;141;Amstetten (Württ);TAM;5;Am Bahnhof 1;73340;Amstetten (Württ);Nahverkehrsgesellschaft Baden-Württemberg mbH;DING;nein;ja
Baden-Württemberg;Ulm;217;Aufhausen (Württ);TAUF;7;Scheuhenstein 5;73441;Bopfingen;Nahverkehrsgesellschaft Baden-Württemberg mbH;;nein;ja
Baden-Württemberg;Ulm;468;Beimerstetten;TBS;6;Am Bahnhof 1;89179;Beimerstetten;Nahverkehrsgesellschaft Baden-Württemberg mbH;DING;nein;ja
Baden-Württemberg;Ulm;500;Bergenweiler;TBER;7;Am Bahnhöfle 7;89567;Sontheim an der Brenz;Nahverkehrsgesellschaft Baden-Württemberg mbH;HTV;nein;ja
Baden-Württemberg;Ulm;613;Biberach (Riß);TBI;4;Am Bahnhof 1;88400;Biberach (Riß);Nahverkehrsgesellschaft Baden-Württemberg mbH;DING;ja;ja
Baden-Württemberg;Ulm;695;Blaubeuren;TBL;5;Bahnhofstr. 8;89143;Blaubeuren;Nahverkehrsgesellschaft Baden-Württemberg mbH;DING;nein;ja
Baden-Württemberg;Ulm;698;Blaustein;TBLS;6;Hummelstr. 10;89134;Blaustein;Nahverkehrsgesellschaft Baden-Württemberg mbH;;nein;ja
Baden-Württemberg;Ulm;718;Böbingen (Rems);TBB;5;Bahnhofstr. 26;73560;Böbingen (Rems);Nahverkehrsgesellschaft Baden-Württemberg mbH;;nein;ja
Baden-Württemberg;Ulm;775;Bopfingen;TBP;6;Bahnhofplatz 1;73441;Bopfingen;Nahverkehrsgesellschaft Baden-Württemberg mbH;;nein;ja
Baden-Württemberg;Ulm;1079;Crailsheim;TC;3;Am Bahnhof 1;74565;Crailsheim;Nahverkehrsgesellschaft Baden-Württemberg mbH;;ja;ja
Baden-Württemberg;Ulm;1438;Ebersbach (Fils);TEC;4;Bahnhofstr. 19;73061;Ebersbach (Fils);Nahverkehrsgesellschaft Baden-Württemberg mbH;;nein;ja
Baden-Württemberg;Ulm;1456;Eckartshausen-Ilshofen;TEI;6;Am Bahnhof 1;74532;Eckartshausen-Ilshofen;Nahverkehrsgesellschaft Baden-Württemberg mbH;VSH;nein;ja
Baden-Württemberg;Ulm;1483;Ehingen (Donau);TEH;4;Bahnhofstr. 1;89584;Ehingen (Donau);Nahverkehrsgesellschaft Baden-Württemberg mbH;DING;nein;ja
Baden-Württemberg;Ulm;1539;Eislingen (Fils);TEF;4;Bahnhofstr. 15;73054;Eislingen (Fils);Nahverkehrsgesellschaft Baden-Württemberg mbH;;nein;ja
Baden-Württemberg;Ulm;1554;Ellwangen;TEL;5;Bahnhofstr. 7;73479;Ellwangen;Nahverkehrsgesellschaft Baden-Württemberg mbH;;ja;ja
Baden-Württemberg;Ulm;1621;Erbach (Württ);TER;4;Am Bahnhof 1;89155;Erbach (Württ);Nahverkehrsgesellschaft Baden-Württemberg mbH;DING;nein;ja
Baden-Württemberg;Ulm;1767;Faurndau;TFAU;5;Schorndorfer Str.;73035;Göppingen;Nahverkehrsgesellschaft Baden-Württemberg mbH;;nein;ja
Baden-Württemberg;Ulm;1788;Fichtenberg;TFI;6;Bahnhofstr. 33;74427;Fichtenberg;Nahverkehrsgesellschaft Baden-Württemberg mbH;VVS;nein;ja
Baden-Württemberg;Ulm;1833;Fornsbach;TFB;6;Bahnhofstr.;71540;Murrhardt;Nahverkehrsgesellschaft Baden-Württemberg mbH;VVS;nein;ja
Baden-Württemberg;Ulm;1998;Gaildorf West;TGAW;6;Bahnhofstr. 123;74405;Gaildorf;Nahverkehrsgesellschaft Baden-Württemberg mbH;VSH;nein;ja
Baden-Württemberg;Ulm;2045;Geislingen (Steige);TG;4;Am Bahnhof 1;73312;Geislingen (Steige);Nahverkehrsgesellschaft Baden-Württemberg mbH;;ja;ja
Baden-Württemberg;Ulm;2046;Geislingen West;TGW;6;Gutenbergstr.;73312;Geislingen (Steige);Nahverkehrsgesellschaft Baden-Württemberg mbH;;nein;ja
Baden-Württemberg;Ulm;2085;Gerhausen;TGEH;6;Bronnenweg;89143;Blaubeuren;Nahverkehrsgesellschaft Baden-Württemberg mbH;DING;nein;ja
Baden-Württemberg;Ulm;2118;Giengen (Brenz);TGB;5;Bahnhofstr. 29;89537;Giengen (Brenz);Nahverkehrsgesellschaft Baden-Württemberg mbH;HTV;nein;ja
Baden-Württemberg;Ulm;2126;Gingen (Fils);TGI;6;Am Bahnhof 1;73333;Gingen (Fils);Nahverkehrsgesellschaft Baden-Württemberg mbH;;nein;ja
Baden-Württemberg;Ulm;2175;Goldshöfe;TGL;6;Am Bahnhof 1;73433;Aalen-Goldshöfe;Nahverkehrsgesellschaft Baden-Württemberg mbH;;nein;ja
Baden-Württemberg;Ulm;2189;Göppingen;TGO;3;Am Bahnhof 1;73033;Göppingen;Nahverkehrsgesellschaft Baden-Württemberg mbH;;ja;ja
Baden-Württemberg;Ulm;2639;Heidenheim;THD;4;Bahnhofsplatz 1;89518;Heidenheim;Nahverkehrsgesellschaft Baden-Württemberg mbH;HTV;nein;ja
Baden-Württemberg;Ulm;2640;Heidenheim Voithwerk;THDV;7;Ulmer Str.;89522;Heidenheim;Nahverkehrsgesellschaft Baden-Württemberg mbH;HTV;nein;ja
Baden-Württemberg;Ulm;2641;Heidenheim-Mergelstetten;THDM;6;Poststr. 19;89522;Heidenheim;Nahverkehrsgesellschaft Baden-Württemberg mbH;HTV;nein;ja
Baden-Württemberg;Ulm;2642;Heidenheim-Schnaitheim;THDS;6;Am Jagtschlößle 13;89520;Heidenheim;Nahverkehrsgesellschaft Baden-Württemberg mbH;HTV;nein;ja
Baden-Württemberg;Ulm;2703;Herbrechtingen;THC;6;Bahnhofsplatz 1;89542;Herbrechtingen;Nahverkehrsgesellschaft Baden-Württemberg mbH;HTV;nein;ja
Baden-Württemberg;Ulm;2717;Hermaringen;THMA;6;Bahnhofstr. 1;89568;Hermaringen;Nahverkehrsgesellschaft Baden-Württemberg mbH;;nein;ja
Baden-Württemberg;Ulm;2728;Herrlingen;THL;6;Bahnhofstr. 17;89134;Blaustein;Nahverkehrsgesellschaft Baden-Württemberg mbH;DING;nein;ja
Baden-Württemberg;Ulm;2821;Hofen (b Aalen);THOF;6;Ellwanger Str.;73433;Aalen;Nahverkehrsgesellschaft Baden-Württemberg mbH;;nein;ja
Baden-Württemberg;Ulm;3026;Jagstzell;TJZ;6;Crailsheimer Str. 4;73489;Jagstzell;Nahverkehrsgesellschaft Baden-Württemberg mbH;;nein;ja
Baden-Württemberg;Ulm;3347;Königsbronn;TKS;6;Am Bahnhof 1;89551;Königsbronn;Nahverkehrsgesellschaft Baden-Württemberg mbH;;nein;ja
Baden-Württemberg;Ulm;3445;Kuchen;TKUC;6;Bahnhofstr.;73329;Kuchen;Nahverkehrsgesellschaft Baden-Württemberg mbH;;nein;ja
Baden-Württemberg;Ulm;3527;Langenau (Württ);TLL;5;Lenaustr. 7;89129;Langenau (Württ);Nahverkehrsgesellschaft Baden-Württemberg mbH;DING;nein;ja
Baden-Württemberg;Ulm;3574;Lauchheim;TLH;6;Bahnhofstr. 33;73466;Lauchheim;Nahverkehrsgesellschaft Baden-Württemberg mbH;;nein;ja
Baden-Württemberg;Ulm;3593;Laupheim West;TLW;4;Westbahnhof 1;88471;Laupheim;Nahverkehrsgesellschaft Baden-Württemberg mbH;DING;nein;ja
Baden-Württemberg;Ulm;3778;Lonsee;TLON;6;Bahnhofstr. 9;89173;Lonsee;Nahverkehrsgesellschaft Baden-Württemberg mbH;DING;nein;ja
Baden-Württemberg;Ulm;3781;Lorch (Württ);TLO;5;Poststr. 11;73547;Lorch (Württ);Nahverkehrsgesellschaft Baden-Württemberg mbH;;nein;ja
Baden-Württemberg;Ulm;4150;Mögglingen (b Gmünd);TMOE;6;Bahnhofstr.;73563;Mögglingen (b Gmünd);Nahverkehrsgesellschaft Baden-Württemberg mbH;;nein;ja
Baden-Württemberg;Ulm;4275;Munderkingen;TMU;6;Bahnhofstr. 12;89597;Munderkingen;Nahverkehrsgesellschaft Baden-Württemberg mbH;DING;nein;ja
Baden-Württemberg;Ulm;4287;Murrhardt;TMT;5;Bahnhofstr. 24;71540;Murrhardt;Nahverkehrsgesellschaft Baden-Württemberg mbH;VVS;nein;ja
Baden-Württemberg;Ulm;4531;Niederstotzingen;TNS;6;Bahnhofstr. 53;89168;Niederstotzingen;Nahverkehrsgesellschaft Baden-Württemberg mbH;DING;nein;ja
Bayern;Ulm;4635;Oberelchingen;TOLC;7;Bahnhofstr.;89275;Elchingen-Oberelchingen;Bayerische Eisenbahngesellschaft mbH;DING;nein;ja
Baden-Württemberg;Ulm;4657;Oberkochen;TON;6;Bahnhofstr. 1;73447;Oberkochen;Nahverkehrsgesellschaft Baden-Württemberg mbH;;nein;ja
Baden-Württemberg;Ulm;4773;Oppenweiler (Württ);TOP;6;Bahnhofplatz ;71570;Oppenweiler (Württ);Nahverkehrsgesellschaft Baden-Württemberg mbH;VVS;nein;ja
Baden-Württemberg;Ulm;4920;Pflaumloch;TPF;7;Bahnhofstr.;73469;Riesbürg-Pflaumloch;Nahverkehrsgesellschaft Baden-Württemberg mbH;;nein;ja
Baden-Württemberg;Ulm;4969;Plüderhausen;TPL;4;Bahnhofstr. 1;73655;Plüderhausen;Nahverkehrsgesellschaft Baden-Württemberg mbH;VVS;nein;ja
Baden-Württemberg;Ulm;5111;Rammingen;TRM;7;Bahnhofstr. 1;89192;Rammingen;Nahverkehrsgesellschaft Baden-Württemberg mbH;DING;nein;ja
Baden-Württemberg;Ulm;5185;Reichenbach (Fils);TRF;5;Bahnhofstr. 10;73262;Reichenbach (Fils);Nahverkehrsgesellschaft Baden-Württemberg mbH;VVS;nein;ja
Baden-Württemberg;Ulm;5397;Rottenacker;TRR;7;Bahnhofstr.;89616;Rottenacker;Nahverkehrsgesellschaft Baden-Württemberg mbH;;nein;nein
Baden-Württemberg;Ulm;5471;Salach;TSAL;6;Weberstr. 8;73084;Salach;Nahverkehrsgesellschaft Baden-Württemberg mbH;;nein;ja
Baden-Württemberg;Ulm;5556;Schelklingen;TSK;6;Bahnhofstr. 27;89601;Schelklingen;Nahverkehrsgesellschaft Baden-Württemberg mbH;DING;nein;ja
Baden-Württemberg;Ulm;5557;Schemmerberg;TSX;6;Bahnhofstr.;88433;Schemmerhofen;Nahverkehrsgesellschaft Baden-Württemberg mbH;DING;nein;ja
Baden-Württemberg;Ulm;5608;Schmiechen;TSHM;6;Schelklingerstr.;89601;Schelklingen;Nahverkehrsgesellschaft Baden-Württemberg mbH;DING;nein;ja
Baden-Württemberg;Ulm;5686;Schrezheim;TSCH;7;Fayence-Str.;73479;Ellwangen;Nahverkehrsgesellschaft Baden-Württemberg mbH;;nein;ja
Baden-Württemberg;Ulm;5699;Schwäbisch Gmünd;TSG;4;Bahnhofsplatz 6;73525;Schwäbisch Gmünd;Nahverkehrsgesellschaft Baden-Württemberg mbH;;ja;ja
Baden-Württemberg;Ulm;5700;Schwäbisch Hall;TSHL;6;Bahnhofstr. 1;74523;Schwäbisch Hall;Nahverkehrsgesellschaft Baden-Württemberg mbH;HNV;nein;ja
Baden-Württemberg;Ulm;5701;Schwäbisch Hall-Hessental;TSHT;4;Karl-Kurz-Str.3;74523;Schwäbisch Hall;Nahverkehrsgesellschaft Baden-Württemberg mbH;VSH;nein;ja
Baden-Württemberg;Ulm;5703;Schwabsberg;TSWA;7;Am Bahnhof 1;73492;Rainau;Nahverkehrsgesellschaft Baden-Württemberg mbH;;nein;ja
Baden-Württemberg;Ulm;5734;Ulm-Donautal;TUDT;6;Nicolaus-Otto-Str.;89079;Ulm;Nahverkehrsgesellschaft Baden-Württemberg mbH;DING;nein;ja
Baden-Württemberg;Ulm;5906;Sontheim-Brenz;TSON;6;Bahnhofstr. 15;89567;Sontheim-Brenz;Nahverkehrsgesellschaft Baden-Württemberg mbH;;nein;ja
Baden-Württemberg;Ulm;6111;Sulzbach (Murr);TSBM;5;Bahnhof 1;71560;Sulzbach (Murr);Nahverkehrsgesellschaft Baden-Württemberg mbH;VVS;nein;ja
Baden-Württemberg;Ulm;6127;Süßen;TSD;4;Bahnhofstr. 10;73079;Süßen;Nahverkehrsgesellschaft Baden-Württemberg mbH;;nein;ja
Bayern;Ulm;6186;Thalfingen (b Ulm);TTL;6;Am Bahndamm 26;89275;Elchingen;Bayerische Eisenbahngesellschaft mbH;DING;nein;ja
Baden-Württemberg;Ulm;6271;Trochtelfingen (b Bopfingen);TTO;7;Siebenbrunnenstr.;73441;Bopfingen;Nahverkehrsgesellschaft Baden-Württemberg mbH;;nein;ja
Baden-Württemberg;Ulm;6314;Uhingen;TUH;5;Bahnhofstr. 15;73066;Uhingen;Nahverkehrsgesellschaft Baden-Württemberg mbH;;nein;ja
Baden-Württemberg;Ulm;6323;Ulm Hbf;TU;2;Bahnhofplatz 1;89073;Ulm;Nahverkehrsgesellschaft Baden-Württemberg mbH;DING;ja;ja
Baden-Württemberg;Ulm;6324;Ulm Ost;TUO;6;An der Brenzbahn;89073;Ulm;Nahverkehrsgesellschaft Baden-Württemberg mbH;DING;nein;ja
Baden-Württemberg;Ulm;6325;Ulm-Söflingen;TU  F;6;In der Wanne 1;89075;Ulm;Nahverkehrsgesellschaft Baden-Württemberg mbH;DING;nein;ja
Bayern;Ulm;6344;Unterelchingen;TUE;6;Bahnhofstr. 45;89275;Elchingen;Bayerische Eisenbahngesellschaft mbH;DING;nein;ja
Baden-Württemberg;Ulm;6354;Unterkochen;TUK;7;Heidenheimer Str. 12;73432;Aalen-Unterkochen;Nahverkehrsgesellschaft Baden-Württemberg mbH;;nein;ja
Baden-Württemberg;Ulm;6371;Urbach (b Schorndorf);TUA;5;Konrad-Hornschuch-Str.;73660;Urbach (b Schorndorf);Nahverkehrsgesellschaft Baden-Württemberg mbH;VVS;nein;ja
Baden-Württemberg;Ulm;6376;Urspring;TURS;6;Am Bahnhof 8;89173;Lonsee;Nahverkehrsgesellschaft Baden-Württemberg mbH;DING;nein;ja
Baden-Württemberg;Ulm;6485;Waldhausen (b Schorndorf);TWY;6;Lorcher Str.;73547;Lorch-Waldhausen;Nahverkehrsgesellschaft Baden-Württemberg mbH;;nein;ja
Baden-Württemberg;Ulm;6556;Wasseralfingen;TWA;6;Schlegelstr.;73433;Aalen;Nahverkehrsgesellschaft Baden-Württemberg mbH;;nein;ja
Baden-Württemberg;Ulm;6716;Westerstetten;TWS;6;Am Bahnhof 1;89198;Westerstetten;Nahverkehrsgesellschaft Baden-Württemberg mbH;DING;nein;ja
Baden-Württemberg;Ulm;6718;Westhausen;TWX;7;Bahnhofstr.;73463;Westhausen;Nahverkehrsgesellschaft Baden-Württemberg mbH;;nein;ja
Baden-Württemberg;Ulm;6918;Biberach Süd;TBIB;6;Birkenallee;88400;Biberach (Riß);Nahverkehrsgesellschaft Baden-Württemberg mbH;DING;nein;ja
Baden-Württemberg;Ulm;7892;Laupheim Stadt;TLM;6;Eisenbahnstr. 1;88471;Laupheim;Nahverkehrsgesellschaft Baden-Württemberg mbH;DING;nein;ja
Baden-Württemberg;Ulm;8003;Wackershofen-Freilandmuseum;TWHF;6;Freilandmuseum Wackershofen;74523;Schwäbisch Hall;Nahverkehrsgesellschaft Baden-Württemberg mbH;VSH;nein;ja
Baden-Württemberg;Ulm;8006;Warthausen;TWVH;6;Bahnhofstr.;88447;Warthausen;Nahverkehrsgesellschaft Baden-Württemberg mbH;DING;nein;ja
