Bundesland;BM;Bf. Nr.;Station;Bf DS 100 Abk.;Kat. Vst;Straße;PLZ;Ort;Aufgabenträger;Verkehrsverb.;Fernverkehr;Nahverkehr
Nordrhein-Westfalen;Hagen;6660;Welschen Ennest;EWSE;6;Am Bahnhof 1;57339;Kirchhundem;Zweckverband Nahverkehr Westfalen-Lippe;ZWS;nein;ja
Nordrhein-Westfalen;Hagen;6683;Werdohl;EWHL;5;Bahnhofsplatz 1;58791;Werdohl;Zweckverband Nahverkehr Westfalen-Lippe;VRL;nein;ja
Nordrhein-Westfalen;Hagen;6720;Westheim (Westf);EWSM;6;Kasseler Straße 1;34431;Marsberg;Zweckverband Nahverkehr Westfalen-Lippe;VRL;nein;ja
Nordrhein-Westfalen;Hagen;6728;Wetter (Ruhr);EWET;5;Bahnhofstr. 19;58300;Wetter ;Zweckverband Verkehrsverbund Rhein-Ruhr AöR;VRR;nein;ja
Nordrhein-Westfalen;Hagen;6731;Wickede (Ruhr);EWIC;5;Bahnhofstraße 2;58739;Wickede ;Zweckverband Nahverkehr Westfalen-Lippe;VRL;nein;ja
Nordrhein-Westfalen;Hagen;6807;Winterberg (Westf);EWTB;6;Bahnhofstraße 12;59955;Winterberg ;Zweckverband Nahverkehr Westfalen-Lippe;VRL;nein;ja
Nordrhein-Westfalen;Hagen;6821;Wittbräucke;EWIK;7;Ostender Weg;58313;Herdecke;Zweckverband Verkehrsverbund Rhein-Ruhr AöR;VRR;nein;ja
Nordrhein-Westfalen;Hagen;6939;Würgendorf;EWGD;6;Wasserscheide 4;57299;Burbach ;Zweckverband Nahverkehr Westfalen-Lippe;ZWS;nein;ja
Nordrhein-Westfalen;Hagen;6940;Würgendorf Ort;EWGT;7;Höhgarten 8;57299;Burbach;Zweckverband Nahverkehr Westfalen-Lippe;ZWS;nein;ja
Nordrhein-Westfalen;Hagen;7966;Attendorn Hohen-Hagen;EHOH;7;Hohen Hagen 1;57439;Attendorn;Zweckverband Nahverkehr Westfalen-Lippe;ZWS;nein;ja
Nordrhein-Westfalen;Hagen;8251;Brilon Stadt;EBRS;7;Bahnhofstraße;59929;Brilon;Zweckverband Nahverkehr Westfalen-Lippe;;nein;nein
Sachsen-Anhalt;Halle (Saale);93;Halle MESSE;LHME;6;Dürrenberger Straße 5;06116;Halle;Nahverkehrsservice Sachsen-Anhalt GmbH;MDV;nein;ja
Sachsen-Anhalt;Halle (Saale);140;Amsdorf;LAMS;6;Chausseestr. 1;06317;Amsdorf;Nahverkehrsservice Sachsen-Anhalt GmbH;;nein;ja
Sachsen-Anhalt;Halle (Saale);151;Angersdorf;LAG;6;Bahnhofstraße 3;06179;Angersdorf;Nahverkehrsservice Sachsen-Anhalt GmbH;MDV;nein;ja
Sachsen-Anhalt;Halle (Saale);156;Annaburg;LAB;6;Bahnhofstr. 2;06925;Annaburg;Nahverkehrsservice Sachsen-Anhalt GmbH;;nein;ja
Sachsen-Anhalt;Halle (Saale);268;Bad Dürrenberg;LDBG;6;Am Bahnhof 2;06231;Bad Dürrenberg;Nahverkehrsservice Sachsen-Anhalt GmbH;MDV;nein;ja
Sachsen-Anhalt;Halle (Saale);294;Bad Kösen;UKO;5;Bahnhofstraße 2;06628;Bad Kösen;Nahverkehrsservice Sachsen-Anhalt GmbH;MDV;nein;ja
Sachsen-Anhalt;Halle (Saale);384;Balgstädt;UBGS;7;Am Bahnhof 3;06632;Balgstädt;Nahverkehrsservice Sachsen-Anhalt GmbH;MDV;nein;ja
Sachsen-Anhalt;Halle (Saale);486;Bennungen;UBEN;6;Wickeröderstr.2;06536;Bennungen;Nahverkehrsservice Sachsen-Anhalt GmbH;;nein;ja
Sachsen-Anhalt;Halle (Saale);497;Berga-Kelbra;UBK;6;Bahnhofstr. 19;06536;Berga;Nahverkehrsservice Sachsen-Anhalt GmbH;;nein;ja
Sachsen-Anhalt;Halle (Saale);517;Bergwitz;LBWZ;6;Bahnhofstr. 13;06901;Kemberg;Nahverkehrsservice Sachsen-Anhalt GmbH;;nein;ja
Sachsen-Anhalt;Halle (Saale);603;Beuna (Geiseltal);LBEN;6;Naumburger Str. 30;06217;Beuna (Geiseltal);Nahverkehrsservice Sachsen-Anhalt GmbH;MDV;nein;ja
Sachsen-Anhalt;Halle (Saale);632;Biesenrode;LBSR;7;Wimmelröder Weg 3;06343;Mansfeld;Nahverkehrsservice Sachsen-Anhalt GmbH;;nein;ja
Sachsen-Anhalt;Halle (Saale);680;Bitterfeld;LBT;3;Bahnhofstr. 1;06749;Bitterfeld-Wolfen;Nahverkehrsservice Sachsen-Anhalt GmbH;;ja;ja
Sachsen-Anhalt;Halle (Saale);689;Blankenheim (Kr Sangerhausen);UBM;6;Bahnhofstr. 1;06528;Blankenheim ;Nahverkehrsservice Sachsen-Anhalt GmbH;;nein;ja
Sachsen-Anhalt;Halle (Saale);833;Braunsbedra;LBS;6;Am Bahnhof 1;06242;Braunsbedra;Nahverkehrsservice Sachsen-Anhalt GmbH;MDV;nein;ja
Sachsen-Anhalt;Halle (Saale);834;Braunsbedra Ost;LBSO;7;Pfännerhöhe 1;06242;Braunsbedra;Nahverkehrsservice Sachsen-Anhalt GmbH;;nein;ja
Sachsen-Anhalt;Halle (Saale);844;Brehna;LBN;6;Bahnhofstr. 20b;06796;Brehna;Nahverkehrsservice Sachsen-Anhalt GmbH;;nein;ja
Sachsen-Anhalt;Halle (Saale);966;Bülzig;LBZG;6;Lindenstr. 48;06895;Bülzig;Nahverkehrsservice Sachsen-Anhalt GmbH;;nein;ja
Sachsen-Anhalt;Halle (Saale);989;Burgkemnitz;LBGK;6;Am Bahnhof 1;06804;Burgkemnitz;Nahverkehrsservice Sachsen-Anhalt GmbH;;nein;ja
Sachsen-Anhalt;Halle (Saale);1178;Dessauer Brücke;LDBR;6;Dessauer Str. 1;06118;Halle;Nahverkehrsservice Sachsen-Anhalt GmbH;MDV;nein;ja
Sachsen-Anhalt;Halle (Saale);1185;Deuben (b Zeitz);LDB;6;Am Bahnhof 1;06682;Deuben ;Nahverkehrsservice Sachsen-Anhalt GmbH;MDV;nein;ja
Sachsen-Anhalt;Halle (Saale);1204;Dieskau;LDI;6;Bahnhofstr. 10;06184;Kabelsketal;Nahverkehrsservice Sachsen-Anhalt GmbH;MDV;nein;ja
Sachsen-Anhalt;Halle (Saale);1566;Elster (Elbe);LELT;6;Zufuhrstr. 2;06918;Elster;Nahverkehrsservice Sachsen-Anhalt GmbH;;nein;ja
Sachsen-Anhalt;Halle (Saale);1624;Erdeborn;LER;6;Außengehöft;06317;Erdeborn;Nahverkehrsservice Sachsen-Anhalt GmbH;;nein;ja
Sachsen-Anhalt;Halle (Saale);1880;Frankleben;LFA;6;Bahnhofstr. 12;06242;Braunsbedra;Nahverkehrsservice Sachsen-Anhalt GmbH;MDV;nein;ja
Sachsen-Anhalt;Halle (Saale);1924;Freyburg (Unstrut);UFB;7;Am Bahnhof 1;06632;Freyburg;Nahverkehrsservice Sachsen-Anhalt GmbH;MDV;nein;ja
Sachsen-Anhalt;Halle (Saale);1960;Friesdorf;LFI;7;Am Bahnhof 1;06343;Friesdorf;Nahverkehrsservice Sachsen-Anhalt GmbH;;nein;ja
Sachsen-Anhalt;Halle (Saale);1961;Friesdorf Ost;LFIO;7;Landesstraße K2340;06343;Friesdorf;Nahverkehrsservice Sachsen-Anhalt GmbH;;nein;ja
Sachsen-Anhalt;Halle (Saale);2232;Gräfenhainichen;LG;6;Eisenbahnstr. 2;06773;Gräfenhainichen;Nahverkehrsservice Sachsen-Anhalt GmbH;;nein;ja
Sachsen-Anhalt;Halle (Saale);2235;Gräfenstuhl-Klippmühle;LGRK;7;Landesstraße K 2337;06343;Mansfeld;Nahverkehrsservice Sachsen-Anhalt GmbH;;nein;ja
Sachsen-Anhalt;Halle (Saale);2259;Greppin;LGPN;6;Bahnhofstr. 1;06803;Bitterfeld-Wolfen;Nahverkehrsservice Sachsen-Anhalt GmbH;;nein;ja
Sachsen-Anhalt;Halle (Saale);2282;Gröbers;LGOS;5;Am Alten Bahnhof;06184;Gröbers;Nahverkehrsservice Sachsen-Anhalt GmbH;MDV;nein;ja
Sachsen-Anhalt;Halle (Saale);2351;Großkorbetha;LGC;4;Am Bahnhof 3;06688;Großkorbetha;Nahverkehrsservice Sachsen-Anhalt GmbH;MDV;nein;ja
Sachsen-Anhalt;Halle (Saale);2353;Großkugel;LGKL;6;Am Bahnhof 1;06184;Kabelsketal;Nahverkehrsservice Sachsen-Anhalt GmbH;MDV;nein;ja
Sachsen-Anhalt;Halle (Saale);2498;Halle (Saale) Hbf;LH;2;Bahnhofsplatz 1;06112;Halle ;Nahverkehrsservice Sachsen-Anhalt GmbH;MDV;ja;ja
Sachsen-Anhalt;Halle (Saale);2501;Halle-Ammendorf;LHAD;6;Bahnhofstr.4;06132;Halle;Nahverkehrsservice Sachsen-Anhalt GmbH;MDV;nein;ja
Sachsen-Anhalt;Halle (Saale);2503;Halle-Neustadt;LHN;4;An der Magistrale;06122;Halle;Nahverkehrsservice Sachsen-Anhalt GmbH;MDV;nein;ja
Sachsen-Anhalt;Halle (Saale);2504;Halle-Nietleben;LHNI;6;Heidestraße 9;06126;Halle;Nahverkehrsservice Sachsen-Anhalt GmbH;MDV;nein;ja
Sachsen-Anhalt;Halle (Saale);2505;Halle-Trotha;LHT;6;Hans-Dittmarstr. 4;06118;Halle;Nahverkehrsservice Sachsen-Anhalt GmbH;MDV;nein;ja
Sachsen-Anhalt;Halle (Saale);2651;Mücheln (Geiseltal) - Stadt;LMCZ;7;Eptingerrhein 25;06249;Mücheln ;Nahverkehrsservice Sachsen-Anhalt GmbH;MDV;nein;ja
Sachsen-Anhalt;Halle (Saale);2752;Hettstedt;LHE;6;Am Bahnhof 1;06333;Hettstedt;Nahverkehrsservice Sachsen-Anhalt GmbH;;nein;ja
Sachsen-Anhalt;Halle (Saale);2863;Hohenthurm;LHM;6;Bahnhofstraße 1;06188;Hohenthurm;Nahverkehrsservice Sachsen-Anhalt GmbH;;nein;ja
Sachsen-Anhalt;Halle (Saale);2881;Holzdorf (Elster);LHZ;7;Bahnhofstr. 32;06917;Jessen (Elster);Nahverkehrsservice Sachsen-Anhalt GmbH;;nein;ja
Sachsen-Anhalt;Halle (Saale);3050;Jessen (Elster);LJN;6;Bahnhofstr. 1;06917;Jessen ;Nahverkehrsservice Sachsen-Anhalt GmbH;;nein;ja
Sachsen-Anhalt;Halle (Saale);3051;Jeßnitz (Anh);LJZ;6;Bahnhofstr. 1;06800;Jeßnitz ;Nahverkehrsservice Sachsen-Anhalt GmbH;;nein;ja
Sachsen-Anhalt;Halle (Saale);3117;Karsdorf;UKF;7;Bahnhofstraße 2;06638;Karsdorf;Nahverkehrsservice Sachsen-Anhalt GmbH;MDV;nein;ja
Sachsen-Anhalt;Halle (Saale);3203;Kirchscheidungen;UKI;7;Bahnhofstraße 26;06636;Kirchscheidungen;Nahverkehrsservice Sachsen-Anhalt GmbH;MDV;nein;ja
Sachsen-Anhalt;Halle (Saale);3251;Kleinjena;UKJ;7;Dorfstr. 1;06618;Naumburg (Saale);Nahverkehrsservice Sachsen-Anhalt GmbH;MDV;nein;ja
Sachsen-Anhalt;Halle (Saale);3285;Klostermansfeld;LKM;6;Hauptstraße 15;06308;Benndorf;Nahverkehrsservice Sachsen-Anhalt GmbH;;nein;ja
Sachsen-Anhalt;Halle (Saale);3389;Kötzschau;LKTU;6;Am Bahnhof 22a;06231;Kötzschau;Nahverkehrsservice Sachsen-Anhalt GmbH;MDV;nein;ja
Sachsen-Anhalt;Halle (Saale);3442;Krumpa;LKRP;6;Am Bahnhof 1;06242;Krumpa;Nahverkehrsservice Sachsen-Anhalt GmbH;MDV;nein;ja
Sachsen-Anhalt;Halle (Saale);3507;Landsberg (b Halle/Saale);LLBG;6;Bahnhofstr. 1;06188;Landsberg ;Nahverkehrsservice Sachsen-Anhalt GmbH;;nein;ja
Sachsen-Anhalt;Halle (Saale);3508;Landsberg (b Halle/Saale) Süd;LLAS;6;Am Bahnhof 1;06188;Landsberg ;Nahverkehrsservice Sachsen-Anhalt GmbH;;nein;ja
Sachsen-Anhalt;Halle (Saale);3533;Langendorf;ULF;7;Bahnhofstr. 15;06667;Langendorf;Nahverkehrsservice Sachsen-Anhalt GmbH;MDV;nein;ja
Sachsen-Anhalt;Halle (Saale);3534;Langeneichstädt;LLGS;7;Bahnhofssiedlung 3;06268;Mücheln (Geiseltal);Nahverkehrsservice Sachsen-Anhalt GmbH;MDV;nein;ja
Sachsen-Anhalt;Halle (Saale);3571;Laucha (Unstrut);ULCH;7;Am Bahnhof 3;06636;Laucha ;Nahverkehrsservice Sachsen-Anhalt GmbH;MDV;nein;ja
Sachsen-Anhalt;Halle (Saale);3651;Leißling;ULL;6;Bahnhofstr. 27;06667;Leißling;Nahverkehrsservice Sachsen-Anhalt GmbH;MDV;nein;ja
Sachsen-Anhalt;Halle (Saale);3681;Leuna Werke Nord;LLWN;6;;06237;Leuna;Nahverkehrsservice Sachsen-Anhalt GmbH;MDV;nein;ja
Sachsen-Anhalt;Halle (Saale);3682;Leuna Werke Süd;LLWS;6;;06237;Leuna;Nahverkehrsservice Sachsen-Anhalt GmbH;MDV;nein;ja
Sachsen-Anhalt;Halle (Saale);3724;Linda (Elster);LLI;7;Bahnhofstr. 39;06917;Jessen (Elster);Nahverkehrsservice Sachsen-Anhalt GmbH;;nein;ja
Sachsen-Anhalt;Halle (Saale);3825;Luckenau;LLUC;6;Am Bahnhof 1;06727;Luckenau;Nahverkehrsservice Sachsen-Anhalt GmbH;MDV;nein;ja
Sachsen-Anhalt;Halle (Saale);3862;Lutherstadt Eisleben;LEL;5;Bahnhofsring 11;06295;Lutherstadt Eisleben;Nahverkehrsservice Sachsen-Anhalt GmbH;;ja;ja
Sachsen-Anhalt;Halle (Saale);3863;Lutherstadt Wittenberg;LW;3;Am Hauptbahnhof 1;06886;Lutherstadt Wittenberg;Nahverkehrsservice Sachsen-Anhalt GmbH;;ja;ja
Sachsen-Anhalt;Halle (Saale);3864;Lutherstadt Wittenberg Altstadt;LWET;6;Dessauerstr. 7;06886;Lutherstadt Wittenberg;Nahverkehrsservice Sachsen-Anhalt GmbH;;nein;ja
Sachsen-Anhalt;Halle (Saale);3866;Lutherstadt Wittenberg-Piesteritz;LWP;6;Heuweg 1;06886;Lutherstadt Wittenberg;Nahverkehrsservice Sachsen-Anhalt GmbH;;nein;ja
Sachsen-Anhalt;Halle (Saale);3938;Mansfeld (Südharz);LMAS;7;Bahnhofstr. 19;06343;Mansfeld ;Nahverkehrsservice Sachsen-Anhalt GmbH;;nein;ja
Sachsen-Anhalt;Halle (Saale);3956;Marke;LMAR;6;Am Bahnhof 1;06779;Schierau;Nahverkehrsservice Sachsen-Anhalt GmbH;;nein;ja
Sachsen-Anhalt;Halle (Saale);4067;Merseburg;LMG;4;Bahnhofsplatz 1;06217;Merseburg;Nahverkehrsservice Sachsen-Anhalt GmbH;MDV;nein;ja
Sachsen-Anhalt;Halle (Saale);4068;Merseburg Bergmannsring;LMGB;6;Bergmannsring 30;06217;Merseburg;Nahverkehrsservice Sachsen-Anhalt GmbH;MDV;nein;ja
Sachsen-Anhalt;Halle (Saale);4191;Mücheln (Geiseltal);LMCH;6;Am Bahnhof 1;06249;Mücheln (Geiseltal);Nahverkehrsservice Sachsen-Anhalt GmbH;MDV;nein;ja
Sachsen-Anhalt;Halle (Saale);4198;Mühlanger;LMUA;6;Bahnhofstr. 1;06888;Mühlanger;Nahverkehrsservice Sachsen-Anhalt GmbH;;nein;ja
Sachsen-Anhalt;Halle (Saale);4218;Muldenstein;LMD;6;Am Bahnhof 1;06779;Friedersdorf;Nahverkehrsservice Sachsen-Anhalt GmbH;;nein;ja
Sachsen-Anhalt;Halle (Saale);4309;Naumburg (Saale) Hbf;UNM;3;Bahnhofstraße 46;06618;Naumburg ;Nahverkehrsservice Sachsen-Anhalt GmbH;MDV;ja;ja
Sachsen-Anhalt;Halle (Saale);4310;Naumburg (Saale) Ost;UNMO;6;Am Ostbahnhof 1;06618;Naumburg ;Nahverkehrsservice Sachsen-Anhalt GmbH;MDV;nein;ja
Sachsen-Anhalt;Halle (Saale);4313;Nebra;UNE;6;Am Bahnhof 1;06642;Nebra;Nahverkehrsservice Sachsen-Anhalt GmbH;MDV;nein;ja
Sachsen-Anhalt;Halle (Saale);4335;Nemsdorf-Göhrendorf;LNDG;7;Bahnhofstr. 2;06268;Nemsdorf-Göhrendorf;Nahverkehrsservice Sachsen-Anhalt GmbH;MDV;nein;ja
Sachsen-Anhalt;Halle (Saale);4545;Niemberg;LNM;6;Bahnhofstr. 12;06188;Niemberg;Nahverkehrsservice Sachsen-Anhalt GmbH;;nein;ja
Sachsen-Anhalt;Halle (Saale);4683;Oberröblingen (Helme);UOR;6;Am Bahnhof 3;06526;Sangerhausen;Nahverkehrsservice Sachsen-Anhalt GmbH;;nein;ja
Sachsen-Anhalt;Halle (Saale);4887;Peißen;LPE;6;Lindenring 3;06188;Peißen;Nahverkehrsservice Sachsen-Anhalt GmbH;;nein;ja
Sachsen-Anhalt;Halle (Saale);4908;Petersroda;LPRO;6;Str. der Freundschaft 10;06809;Petersroda;Nahverkehrsservice Sachsen-Anhalt GmbH;;nein;ja
Sachsen-Anhalt;Halle (Saale);5018;Pratau;LPT;6;Bahnhofstr. 1;06888;Wittenberg;Nahverkehrsservice Sachsen-Anhalt GmbH;;nein;ja
Sachsen-Anhalt;Halle (Saale);5041;Prittitz;UPZ;7;Am Bahnhof 1;06667;Prittitz;Nahverkehrsservice Sachsen-Anhalt GmbH;MDV;nein;ja
Sachsen-Anhalt;Halle (Saale);5047;Profen;LPR;6;Am Bahnhof 10;06729;Elsteraue;Nahverkehrsservice Sachsen-Anhalt GmbH;MDV;nein;ja
Sachsen-Anhalt;Halle (Saale);5071;Querfurt;LQ;6;Döcklitzer Tor 43;06268;Querfurt;Nahverkehrsservice Sachsen-Anhalt GmbH;MDV;nein;ja
Sachsen-Anhalt;Halle (Saale);5093;Radis;LRA;6;Bahnhofstr. 60;06773;Radis;Nahverkehrsservice Sachsen-Anhalt GmbH;;nein;ja
Sachsen-Anhalt;Halle (Saale);5098;Raguhn;LRH;6;Am Bahnhof 1;06779;Raguhn;Nahverkehrsservice Sachsen-Anhalt GmbH;;nein;ja
Sachsen-Anhalt;Halle (Saale);5238;Reußen;LRE;6;Bahnhofstr. 1;06188;Landsberg;Nahverkehrsservice Sachsen-Anhalt GmbH;;nein;ja
Sachsen-Anhalt;Halle (Saale);5280;Riestedt;URIE;6;Bahnhofstr. 29;06526;Sangerhausen;Nahverkehrsservice Sachsen-Anhalt GmbH;;nein;ja
Sachsen-Anhalt;Halle (Saale);5296;Röblingen am See;LRN;5;Am Bahnhof 1;06317;Röblingen am See;Nahverkehrsservice Sachsen-Anhalt GmbH;;nein;ja
Sachsen-Anhalt;Halle (Saale);5327;Roitzsch (Kr Bitterfeld);LROI;6;Bahnhofstr. 3;06809;Roitzsch;Nahverkehrsservice Sachsen-Anhalt GmbH;;nein;ja
Sachsen-Anhalt;Halle (Saale);5346;Rosengarten;LRO;6;Merseburger Str. 95;06132;Halle (Saale);Nahverkehrsservice Sachsen-Anhalt GmbH;MDV;nein;ja
Sachsen-Anhalt;Halle (Saale);5357;Roßla;UROS;6;Hallische Str. 1;06536;Roßla;Nahverkehrsservice Sachsen-Anhalt GmbH;;nein;ja
Sachsen-Anhalt;Halle (Saale);5499;Sandersleben (Anh);LSL;4;Bahnhofstr. 1;06456;Sandersleben;Nahverkehrsservice Sachsen-Anhalt GmbH;;nein;ja
Sachsen-Anhalt;Halle (Saale);5505;Sangerhausen;USG;4;Bahnhofstr. 33a;06526;Sangerhausen;Nahverkehrsservice Sachsen-Anhalt GmbH;;ja;ja
Sachsen-Anhalt;Halle (Saale);5576;Schkopau;LSP;5;Eisenbahnstr. 1;06258;Schkopau;Nahverkehrsservice Sachsen-Anhalt GmbH;MDV;nein;ja
Sachsen-Anhalt;Halle (Saale);5856;Silberhöhe;LHSS;6;Brühlstr. 32;06132;Halle (Saale);Nahverkehrsservice Sachsen-Anhalt GmbH;MDV;nein;ja
Sachsen-Anhalt;Halle (Saale);6006;Steintorbrücke;LSBR;6;Julius-Kühn-Str. 1;06112;Halle;Nahverkehrsservice Sachsen-Anhalt GmbH;MDV;nein;ja
Sachsen-Anhalt;Halle (Saale);6069;Stumsdorf;LSTF;6;Bahnhofstr. 1;06780;Zörbig;Nahverkehrsservice Sachsen-Anhalt GmbH;;nein;ja
Sachsen-Anhalt;Halle (Saale);6097;Südstadt;LSUE;6;Kalininstr. 43;06128;Halle -Südstadt;Nahverkehrsservice Sachsen-Anhalt GmbH;MDV;nein;ja
Sachsen-Anhalt;Halle (Saale);6178;Teuchern;UTEU;6;Bahnstr. 54;06682;Teuchern;Nahverkehrsservice Sachsen-Anhalt GmbH;MDV;nein;ja
Sachsen-Anhalt;Halle (Saale);6181;Teutschenthal;LTT;6;Reichsbahnstr. 9;06179;Teutschenthal;Nahverkehrsservice Sachsen-Anhalt GmbH;MDV;nein;ja
Sachsen-Anhalt;Halle (Saale);6182;Teutschenthal Ost;LTTO;6;Hauptstraße 1;06179;Teutschenthal - Ost;Nahverkehrsservice Sachsen-Anhalt GmbH;MDV;nein;ja
Sachsen-Anhalt;Halle (Saale);6194;Theißen;LT;6;Bahnhofstraße 2;06727;Theißen;Nahverkehrsservice Sachsen-Anhalt GmbH;MDV;nein;ja
Sachsen-Anhalt;Halle (Saale);6396;Vatterode;LVT;7;;06343;Mansfeld;Nahverkehrsservice Sachsen-Anhalt GmbH;;nein;ja
Sachsen-Anhalt;Halle (Saale);6511;Wallhausen (Helme);UWAL;6;Am Bahnhof 1;06528;Wallhausen;Nahverkehrsservice Sachsen-Anhalt GmbH;;nein;ja
Sachsen-Anhalt;Halle (Saale);6535;Wansleben am See;LWAN;6;Am Bahnhof 2;06318;Wansleben am See;Nahverkehrsservice Sachsen-Anhalt GmbH;;nein;ja
Sachsen-Anhalt;Halle (Saale);6629;Weißandt-Gölzau;LWG;6;Am Bahnhof 5;06369;Weißandt-Gölzau/ Ort Görz;Nahverkehrsservice Sachsen-Anhalt GmbH;;nein;ja
Sachsen-Anhalt;Halle (Saale);6633;Weißenfels;UW;3;Bahnhofstr. 2;06667;Weißenfels;Nahverkehrsservice Sachsen-Anhalt GmbH;MDV;ja;ja
Sachsen-Anhalt;Halle (Saale);6634;Weißenfels West;UWWE;6;Erfurter Str. 1;06667;Weißenfels;Nahverkehrsservice Sachsen-Anhalt GmbH;MDV;nein;ja
Sachsen-Anhalt;Halle (Saale);6667;Lutherstadt Wittenberg-Labetz;LWND;6;Labetzer Weg 1;06886;Wittenberg;Nahverkehrsservice Sachsen-Anhalt GmbH;;nein;ja
Sachsen-Anhalt;Halle (Saale);6729;Wetterzeube;LWZE;6;Am Bahnhof 20;06722;Wetterzeube;Nahverkehrsservice Sachsen-Anhalt GmbH;MDV;nein;ja
Sachsen-Anhalt;Halle (Saale);6815;Wippra;LWIP;7;Bahnhofstr. 17;06526;Wippra;Nahverkehrsservice Sachsen-Anhalt GmbH;;nein;ja
Sachsen-Anhalt;Halle (Saale);6846;Wohnstadt Nord;LWN;6;Oppinerstr.;06118;Halle;Nahverkehrsservice Sachsen-Anhalt GmbH;MDV;nein;ja
Sachsen-Anhalt;Halle (Saale);6849;Wolfen (Kr Bitterfeld);LWO;5;Bahnhofstr. 1;06766;Wolfen ;Nahverkehrsservice Sachsen-Anhalt GmbH;;nein;ja
Sachsen-Anhalt;Halle (Saale);6851;Wolferode;LWOR;6;Bahnhofstr. 1;06295;Wimmelburg;Nahverkehrsservice Sachsen-Anhalt GmbH;;nein;ja
Sachsen-Anhalt;Halle (Saale);6971;Zahna;LZA;6;Bahnhofstr. 26;06895;Zahna;Nahverkehrsservice Sachsen-Anhalt GmbH;;nein;ja
Sachsen-Anhalt;Halle (Saale);6987;Zeitz;LZ;4;Baenschstr. 4;06712;Zeitz;Nahverkehrsservice Sachsen-Anhalt GmbH;MDV;nein;ja
Sachsen-Anhalt;Halle (Saale);7036;Zöberitz;LZBR;6;Gemeindestr.1;06188;Peißen;Nahverkehrsservice Sachsen-Anhalt GmbH;;nein;ja
Sachsen-Anhalt;Halle (Saale);7042;Zoo;LZO;6;Carl Robert Str. 7;06114;Halle;Nahverkehrsservice Sachsen-Anhalt GmbH;MDV;nein;ja
Sachsen-Anhalt;Halle (Saale);7046;Zörnigall;LZGL;6;Landesstraße 126;06888;Zörnigall;Nahverkehrsservice Sachsen-Anhalt GmbH;;nein;ja
Sachsen-Anhalt;Halle (Saale);7053;Zscherben;LZBN;6;Teutschenthaler Str. 9;06179;Teutschenthal;Nahverkehrsservice Sachsen-Anhalt GmbH;MDV;nein;ja
Sachsen-Anhalt;Halle (Saale);7054;Zscherbener Straße;LHNZ;6;Zscherbener Straße;06124;Halle;Nahverkehrsservice Sachsen-Anhalt GmbH;MDV;nein;ja
Sachsen-Anhalt;Halle (Saale);7965;Vatteröder Teich;LVTT;7;Vatteröder Teich;06343;Vatterode;Nahverkehrsservice Sachsen-Anhalt GmbH;;nein;ja
Sachsen-Anhalt;Halle (Saale);8021;Klostermansfeld Randsiedlung;LKMR;7;Randsiedlung;06308;Klostermansfeld;Nahverkehrsservice Sachsen-Anhalt GmbH;;nein;ja
Sachsen-Anhalt;Halle (Saale);8236;Roßbach;UNRO;7;;06618;Naumburg (Saale);Nahverkehrsservice Sachsen-Anhalt GmbH;;nein;nein
Sachsen-Anhalt;Halle (Saale);8285;Reinsdorf (b Nebra);URDN;7;;06642;Nebra (Unstrut);Nahverkehrsservice Sachsen-Anhalt GmbH;;nein;nein
Niedersachsen;Hamburg;20;Agathenburg;AABG;6;Bahnhofstr. 7 ;21684;Agathenburg;Landesnahverkehrsgesellschaft Niedersachsen mbH;HVV;nein;ja
Hamburg;Hamburg;78;Alte Wöhr;AAW;4;Alte Wöhr 20;22307;Hamburg;Hamburger Verkehrsverbund GmbH;HVV;nein;ja
Niedersachsen;Hamburg;195;Ashausen;AASN;6;An der Bahn 1;21435;Stelle;Landesnahverkehrsgesellschaft Niedersachsen mbH;HVV;nein;ja
Schleswig-Holstein;Hamburg;229;Aumühle;AAH;4;Bahnhofstr. 1;21521;Aumühle;LVS Schleswig-Holstein Landesweite Verkehrsservicegesellschaft mbH;HVV;nein;ja
Hamburg;Hamburg;376;Bahrenfeld;ABAF;4;Hegarstr. 1;22761;Hamburg;Hamburger Verkehrsverbund GmbH;HVV;nein;ja
Niedersachsen;Hamburg;402;Bardowick;ABAD;6;Bahnhofstraße;21357;Bardowick;Landesnahverkehrsgesellschaft Niedersachsen mbH;HVV;nein;ja
Hamburg;Hamburg;412;Barmbek;ABAP;4;Fuhlsbüttler Str. 91;22305;Hamburg;Hamburger Verkehrsverbund GmbH;HVV;nein;ja
Niedersachsen;Hamburg;433;Bavendorf;ABF;7;An der Kreisstraße / OT Bavendorf;21401;Thomasburg;Landesnahverkehrsgesellschaft Niedersachsen mbH;HVV;nein;ja
Hamburg;Hamburg;569;Berliner Tor;ABTS;3;Berliner Tordamm 10;22099;Hamburg;Hamburger Verkehrsverbund GmbH;HVV;nein;ja
Hamburg;Hamburg;644;Billwerder-Moorfleet;ABWM;5;Alter Landweg 44;22113;Hamburg;Hamburger Verkehrsverbund GmbH;HVV;nein;ja
Hamburg;Hamburg;687;Blankenese;AB;3;Erik-Blumenfeld-Platz 29;22587;Hamburg;Hamburger Verkehrsverbund GmbH;HVV;nein;ja
Niedersachsen;Hamburg;1015;Buxtehude;ABX;3;Am Bundesbahnhof 1;21614;Buxtehude;Landesnahverkehrsgesellschaft Niedersachsen mbH;HVV;nein;ja
